order_id,customer_name,email,phone,order_date,product_name,category,quantity,price,status
order1220,Thomas Wilson,,2459032426,2023-09-24,macbook pro,Electronics,8,405.95,pending
order1221,DANIEL HERNANDEZ,invalidemail,753-654-1831,02/10/2026,iPhone13,Elec,8,373.62,Pnding
1222,MICHAEL TAYLOR,  michael.taylor@example.com  ,572.601.4004,"Jun 16, 2023",Python Programming,Books,6,$366.61,Pnding
ORD1223,Sarah Hernandez,sarah.hernandez@example.com,835-449-9977,24-06-2023,DataScience Handbook,Books,2,446.22,Complete
ORD-1129,Daniel Rodriguez,invalidemail,7023571893,11/27/2025,vacuum cleaner,HOME & GARDEN,2,191.92,cancelled
order1181,Emily Anderson,emily.anderson@example.com,(781)-248-7527,"May 11, 2023",Air Pods,electronics,1,252.93,SHIPPED
ORD1226,James Thomas,,794-973-1003,"May 30, 2023",Python Programming,Books,5,551.91,P
ORD1227,Richard Jones,  richard.jones@example.com  ,(567)-312-5623,2023-07-21,data science handbook,Books,9,236.9,shipped
ORD-1219,Michael Thomas,MICHAEL.THOMAS@EXAMPLE.COM,,"Feb 17, 2023",airpods,Elec,3,$463.98,shipped
1229,linda jones,linda.jones@example.com,+1-665-721-7948,26-04-2023,PYTHON PROGRAMMING,Books,9,$350.04,P
ORD1230,Jennifer Brown,,(968) 997-5578,11/09/2023,Jeans,Clothing,6,$325.66,CNCLLD
ORD-1231,Michelle Hernandez,invalidemail,(944)-777-5267,10/21/2023,COFFEE MAKER,Home & Garden,5,88.19,P
ORD-1232,Michelle Jones,michelle.jones@example.com,(740)-233-6617,"Mar 20, 2023",Data Science Handbook,Books,6,42.04,Canceled
1233,christopher jackson,christopher.jackson@example.com,+1-659-591-6172,2023-09-30,data science handbook,Books,4,443.23,SHIPPED
order1234,John Williams,,4249425641,,Iphone 13,Electronics,2,60.96,Shipped
ORD1235,William Martinez,WILLIAM.MARTINEZ@EXAMPLE.COM,9889886298,02/02/2024,data science handbook,Books,2,300.11,Ship
1236,Robert Lee,robert.lee,,"Jan 10, 2023",Running Shoes,Clothing,7,349.03,P
ORD-1237,Richard	Thomas,  richard.thomas@example.com  ,(574)-747-6571,29-05-2023,Running Shoes,Clothing,2,$382.05,cancelled
ORD-1129,Daniel Rodriguez,invalidemail,7023571893,11/27/2025,vacuum cleaner,HOME & GARDEN,2,191.92,cancelled
ORD-1239,Richard Williams,richard.williams@example.com,(216)-237-6558,07/27/2023,RunningShoes,Clothing,4,$555.63,Shippd
ORD1240,  Christopher  Lee  ,@lee.com,+1-299-667-3796,"Feb 28, 2023",mens tshirt,Clothing,6,81.26,Shipped
1241,  James  Williams  ,JAMES.WILLIAMS@EXAMPLE.COM,336-302-7162,01/17/2026,iPhone 13,Electronics,8,$418.48,Complete
ORD1242,Lisa Garcia,lisa.garcia@example.com,,08/03/2023,Men's T-Shirt,Clothing,9,309.44,pending
ORD1243,Christopher Thomas,christopher.thomas@example.com,(976)-664-1709,01-04-2023,AirPods,ELECTRONICS,4,450.77,Shippd
1244,Richard	Davis,,421-824-8454,04-01-2024,vacuum cleaner,Home & Garden,-5,$45.18,Canceled
order1245,James Davis,james.davis@example.com,(791)-766-4763,21 April 2023,data science handbook,Book,10,141.21,Cancelled
ORD1226,James Thomas,,794-973-1003,"May 30, 2023",Python Programming,Books,5,551.91,P
ORD1247,Richard Thomas,richard.thomas@example.com,,2023-03-09,Coffee Maker,home & garden,10,24.39,Deliverd
order1248,JOHN WILLIAMS,,+1-476-914-9887,11 February 2023,COFFEE MAKER,Home & Garden,6,226.19,SHIPPED
order1249,Sarah Thomas,sarah.thomas@example.com,+1-528-561-5380,2023-02-02,Vaccuum Cleaner,Home & Garden,9,540.67,pending
